Code	Indicator	Name
FO	LN		TARYN
FO	LN		TASHA
FO	LN		TASHIA
FO	LN		TASHINA
FO	LN		TASIA
FO	LN		TATIANA
FO	LY		TATUM
FO	LN		TATYANA
FO	LN		TAUNYA
FO	LN		TAWANA
FO	LN		TAWANDA
FO	LN		TAWANNA
FO	LN		TAWNA
FO	LN		TAWNY
FO	LN		TAWNYA
MF	LY		TAYLOR
FO	LN		TAYNA
MO	LN		TED
MO	LY		TEDDY
FO	LN		TEENA
FO	LY		TEGAN
FO	LN		TEISHA
FO	LN		TELMA
FO	LN		TEMEKA
FO	LN		TEMIKA
FO	LN		TEMPIE
FO	LY		TEMPLE
FO	LY		TENA
FO	LN		TENESHA
FO	LN		TENISHA
FO	LN		TENNIE
FO	LY		TENNILLE
FO	LN		TEODORA
MO	LY		TEODORO
FO	LN		TEOFILA
FO	LN		TEQUILA
FO	LN		TERA
FO	LN		TEREASA
MO	LN		TERENCE
FO	LY		TERESA
FO	LN		TERESE
FO	LN		TERESIA
FO	LN		TERESITA
FO	LN		TERESSA
FO	LY		TERI
FO	LN		TERICA
FO	LN		TERINA
FO	LN		TERISA
FO	LY		TERRA
MO	LY		TERRANCE
MF	LY		TERRELL
MO	LY		TERRENCE
FO	LN		TERRESA
FO	LY		TERRI
FO	LN		TERRIE
FO	LN		TERRILYN
MF	LY		TERRY
FO	LN		TESHA
FO	LY		TESS
FO	LN		TESSA
FO	LN		TESSIE
MO	LN		THAD
MO	LN		THADDEUS
FO	LN		THALIA
MF	LN		THANH
FO	LY		THAO
FO	LN		THEA
FO	LN		THEDA
FO	LN		THELMA
MF	LY		THEO
FO	LN		THEODORA
MO	LY		THEODORE
FO	LN		THEOLA
FO	LY		THERESA
FO	LN		THERESE
FO	LN		THERESIA
FO	LN		THERESSA
MO	LN		THERON
FO	LN		THERSA
FO	LY		THI
MF	LY		THOMAS
FO	LN		THOMASENA
FO	LN		THOMASINA
FO	LN		THOMASINE
FO	LN		THORA
FO	LN		THRESA
FO	LY		THU
MO	LY		THURMAN
FO	LN		THUY
FO	LN		TIA
FO	LN		TIANA
FO	LN		TIANNA
FO	LN		TIARA
FO	LY		TIEN
FO	LN		TIERA
FO	LN		TIERRA
FO	LN		TIESHA
FO	LN		TIFANY
FO	LN		TIFFANEY
FO	LN		TIFFANI
FO	LN		TIFFANIE
FO	LY		TIFFANY
FO	LN		TIFFINY
FO	LN		TIJUANA
FO	LN		TILDA
FO	LY		TILLIE
MO	LY		TIM
FO	LN		TIMIKA
MO	LN		TIMMY
MF	LY		TIMOTHY
FO	LY		TINA
FO	LN		TINISHA
FO	LN		TINY
FO	LY		TISA
FO	LY		TISH
FO	LN		TISHA
MO	LY		TITUS
FO	LN		TOBI
MO	LY		TOBIAS
FO	LN		TOBIE
MF	LY		TOBY
FO	LN		TOCCARA
MO	LY		TOD
MO	LY		TODD
FO	LN		TOI
MO	LY		TOM
MO	LY		TOMAS
FO	LN		TOMASA
FO	LN		TOMEKA
FO	LN		TOMI
FO	LN		TOMIKA
FO	LN		TOMIKO
MF	LY		TOMMIE
MF	LN		TOMMY
FO	LN		TOMMYE
FO	LN		TOMOKO
FO	LN		TONA
FO	LN		TONDA
FO	LN		TONETTE
MO	LY		TONEY
FO	LY		TONI
FO	LN		TONIA
FO	LN		TONIE
FO	LN		TONISHA
FO	LN		TONITA
FO	LN		TONJA
MF	LY		TONY
FO	LN		TONYA
FO	LN		TORA
FO	LN		TORI
FO	LN		TORIE
FO	LY		TORRI
FO	LY		TORRIE
MF	LY		TORY
FO	LN		TOSHA
FO	LN		TOSHIA
FO	LN		TOSHIKO
FO	LN		TOVA
FO	LN		TOWANDA
FO	LY		TOYA
FO	LN		TRACEE
MF	LY		TRACEY
FO	LN		TRACI
FO	LN		TRACIE
MF	LY		TRACY
FO	LY		TRAN
FO	LY		TRANG
MF	LY		TRAVIS
FO	LN		TREASA
FO	LN		TREENA
FO	LN		TRENA
MO	LY		TRENT
MO	LY		TRENTON
FO	LN		TRESA
FO	LN		TRESSA
FO	LN		TRESSIE
FO	LN		TREVA
MO	LY		TREVOR
MO	LN		TREY
FO	LN		TRICIA
FO	LN		TRINA
FO	LY		TRINH
MF	LY		TRINIDAD
FO	LN		TRINITY
FO	LY		TRISH
FO	LN		TRISHA
FO	LN		TRISTA
MF	LY		TRISTAN
MF	LY		TROY
FO	LN		TRUDI
FO	LN		TRUDIE
FO	LN		TRUDY
FO	LN		TRULA
MO	LY		TRUMAN
FO	LY		TU
MO	LN		TUAN
FO	LN		TULA
FO	LN		TUYET
FO	LN		TWANA
FO	LN		TWANDA
FO	LN		TWANNA
FO	LN		TWILA
FO	LN		TWYLA
MO	LY		TY
FO	LN		TYESHA
FO	LN		TYISHA
MF	LY		TYLER
FO	LN		TYNISHA
FO	LY		TYRA
MO	LY		TYREE
MO	LY		TYRELL
MO	LY		TYRON
MO	LY		TYRONE
MO	LY		TYSON
FO	LN		ULA
FO	LN		ULRIKE
MO	LN		ULYSSES
FO	LN		UN
FO	LN		UNA
FO	LN		URSULA
FO	LN		USHA
FO	LN		UTE
FO	LN		VADA
MF	LY		VAL
FO	LN		VALARIE
FO	LN		VALDA
FO	LY		VALENCIA
FO	LN		VALENE
MO	LY		VALENTIN
FO	LN		VALENTINA
MF	LY		VALENTINE
FO	LY		VALERI
FO	LN		VALERIA
FO	LY		VALERIE
FO	LY		VALERY
FO	LY		VALLIE
FO	LY		VALORIE
FO	LY		VALRIE
MF	LY		VAN
MO	LY		VANCE
FO	LN		VANDA
FO	LN		VANESA
FO	LN		VANESSA
FO	LY		VANETTA
FO	LN		VANIA
FO	LN		VANITA
FO	LN		VANNA
FO	LN		VANNESA
FO	LN		VANNESSA
FO	LN		VASHTI
FO	LN		VASILIKI
MO	LY		VAUGHN
FO	LN		VEDA
FO	LN		VELDA
FO	LN		VELIA
FO	LY		VELLA
FO	LN		VELMA
FO	LN		VELVA
FO	LN		VELVET
FO	LY		VENA
FO	LN		VENESSA
FO	LN		VENETTA
FO	LY		VENICE
FO	LN		VENITA
FO	LN		VENNIE
FO	LY		VENUS
FO	LN		VEOLA
FO	LY		VERA
FO	LN		VERDA
FO	LY		VERDELL
FO	LN		VERDIE
FO	LN		VERENA
FO	LN		VERGIE
FO	LN		VERLA
FO	LN		VERLENE
FO	LN		VERLIE
FO	LN		VERLINE
MO	LN		VERN
FO	LY		VERNA
FO	LN		VERNELL
FO	LN		VERNETTA
FO	LY		VERNIA
FO	LN		VERNICE
FO	LN		VERNIE
FO	LN		VERNITA
MF	LY		VERNON
FO	LY		VERONA
FO	LN		VERONICA
FO	LN		VERONIKA
FO	LN		VERONIQUE
FO	LN		VERSIE
FO	LN		VERTIE
FO	LN		VESTA
FO	LN		VETA
FO	LN		VI
FO	LN		VICENTA
MO	LY		VICENTE
FO	LY		VICKEY
FO	LN		VICKI
FO	LN		VICKIE
FO	LN		VICKY
MF	LY		VICTOR
FO	LY		VICTORIA
FO	LN		VICTORINA
FO	LY		VIDA
FO	LN		VIKI
FO	LN		VIKKI
FO	LN		VILMA
FO	LY		VINA
MO	LY		VINCE
MO	LY		VINCENT
FO	LN		VINCENZA
MO	LY		VINCENZO
FO	LN		VINITA
FO	LN		VINNIE
FO	LY		VIOLA
FO	LY		VIOLET
FO	LN		VIOLETA
FO	LY		VIOLETTE
FO	LY		VIRGEN
FO	LY		VIRGIE
MF	LY		VIRGIL
MO	LY		VIRGILIO
FO	LN		VIRGINA
FO	LY		VIRGINIA
FO	LY		VITA
MO	LY		VITO
FO	LN		VIVA
FO	LN		VIVAN
FO	LY		VIVIAN
FO	LN		VIVIANA
FO	LN		VIVIEN
FO	LN		VIVIENNE
MO	LN		VON
FO	LN		VONCILE
FO	LN		VONDA
FO	LN		VONNIE
MO	LY		WADE
FO	LY		WAI
MO	LY		WALDO
MO	LY		WALKER
MO	LY		WALLACE
MO	LY		WALLY
MF	LY		WALTER
MO	LY		WALTON
FO	LN		WALTRAUD
FO	LY		WAN
FO	LY		WANDA
FO	LN		WANETA
FO	LN		WANETTA
FO	LN		WANITA
MO	LY		WARD
MO	LY		WARNER
MO	LY		WARREN
FO	LN		WAVA
MO	LN		WAYLON
MO	LY		WAYNE
FO	LY		WEI
MO	LY		WELDON
FO	LY		WEN
MO	LY		WENDELL
FO	LN		WENDI
FO	LN		WENDIE
FO	LN		WENDOLYN
FO	LY		WENDY
FO	LN		WENONA
MO	LY		WERNER
MO	LN		WES
MF	LY		WESLEY
MO	LY		WESTON
FO	LY		WHITLEY
MF	LY		WHITNEY
MO	LY		WILBER
MO	LY		WILBERT
MO	LY		WILBUR
MO	LY		WILBURN
FO	LY		WILDA
MO	LY		WILEY
MO	LY		WILFORD
MO	LY		WILFRED
MO	LN		WILFREDO
FO	LN		WILHELMINA
FO	LN		WILHEMINA
MO	LY		WILL
FO	LN		WILLA
MO	LY		WILLARD
FO	LN		WILLENA
FO	LN		WILLENE
FO	LN		WILLETTA
FO	LY		WILLETTE
FO	LY		WILLIA
MF	LY		WILLIAM
MO	LY		WILLIAMS
MO	LY		WILLIAN
MF	LY		WILLIE
FO	LY		WILLIEMAE
MO	LY		WILLIS
FO	LN		WILLODEAN
FO	LY		WILLOW
MO	LY		WILLY
FO	LN		WILMA
MO	LY		WILMER
MO	LY		WILSON
MO	LY		WILTON
FO	LN		WINDY
MO	LY		WINFORD
MO	LY		WINFRED
FO	LN		WINIFRED
FO	LY		WINNIE
FO	LN		WINNIFRED
FO	LN		WINONA
MO	LY		WINSTON
FO	LY		WINTER
MO	LN		WM
FO	LN		WONDA
MO	LY		WOODROW
MO	LY		WYATT
FO	LN		WYNELL
FO	LN		WYNONA
MO	LY		XAVIER
FO	LN		XENIA
FO	LY		XIAO
FO	LN		XIOMARA
FO	LN		XOCHITL
FO	LN		XUAN
FO	LN		YADIRA
FO	LN		YAEKO
FO	LN		YAEL
FO	LN		YAHAIRA
FO	LN		YAJAIRA
FO	LY		YAN
FO	LY		YANG
FO	LN		YANIRA
FO	LN		YASMIN
FO	LN		YASMINE
FO	LN		YASUKO
FO	LY		YEE
FO	LN		YELENA
FO	LY		YEN
FO	LN		YER
FO	LN		YESENIA
FO	LN		YESSENIA
FO	LN		YETTA
FO	LN		YEVETTE
FO	LY		YI
FO	LY		YING
FO	LN		YOKO
FO	LN		YOLANDA
FO	LN		YOLANDE
FO	LN		YOLANDO
FO	LN		YOLONDA
FO	LY		YON
MF	LY		YONG
FO	LN		YOSHIE
FO	LN		YOSHIKO
FO	LN		YOULANDA
MF	LY		YOUNG
FO	LY		YU
FO	LN		YUETTE
FO	LY		YUK
FO	LY		YUKI
FO	LN		YUKIKO
FO	LN		YUKO
FO	LN		YULANDA
FO	LY		YUN
FO	LY		YUNG
FO	LN		YUONNE
FO	LN		YURI
FO	LN		YURIKO
FO	LN		YVETTE
FO	LN		YVONE
FO	LN		YVONNE
MO	LY		ZACHARIAH
MO	LY		ZACHARY
MO	LY		ZACHERY
MO	LY		ZACK
MO	LN		ZACKARY
FO	LN		ZADA
FO	LN		ZAIDA
FO	LY		ZANA
FO	LN		ZANDRA
MO	LY		ZANE
FO	LN		ZELDA
FO	LY		ZELLA
FO	LN		ZELMA
FO	LY		ZENA
FO	LN		ZENAIDA
FO	LN		ZENIA
FO	LN		ZENOBIA
FO	LN		ZETTA
FO	LN		ZINA
FO	LY		ZITA
FO	LN		ZOE
FO	LN		ZOFIA
FO	LN		ZOILA
FO	LY		ZOLA
FO	LY		ZONA
FO	LY		ZONIA
FO	LN		ZORA
FO	LN		ZORAIDA
FO	LN		ZULA
FO	LN		ZULEMA
FO	LN		ZULMA
